Alt: 47512.70 m | T: 270.65 K | P: 108.67 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 329.77 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 48178.00 m | T: 270.65 K | P: 100.04 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 329.77 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 48851.30 m | T: 270.65 K | P: 92.01 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 329.77 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 49531.79 m | T: 270.65 K | P: 84.54 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 329.77 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 50219.64 m | T: 270.65 K | P: 77.62 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 329.77 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 50914.00 m | T: 270.65 K | P: 71.20 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 329.77 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 51615.05 m | T: 270.09 K | P: 65.26 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 329.43 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 52321.86 m | T: 268.14 K | P: 59.75 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 328.24 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 53034.64 m | T: 266.18 K | P: 54.62 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 327.03 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 53752.41 m | T: 264.20 K | P: 49.88 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 325.82 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 54475.34 m | T: 262.21 K | P: 45.48 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 324.59 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 55202.43 m | T: 260.21 K | P: 41.42 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 323.35 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 55933.84 m | T: 258.20 K | P: 37.67 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 322.09 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 56668.51 m | T: 256.18 K | P: 34.23 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 320.83 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 57406.59 m | T: 254.15 K | P: 31.06 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 319.56 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 58148.27 m | T: 252.11 K | P: 28.15 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 318.27 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 58893.70 m | T: 250.06 K | P: 25.48 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 316.98 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 59643.06 m | T: 248.00 K | P: 23.04 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 315.67 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 60396.54 m | T: 245.93 K | P: 20.80 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 314.35 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 61154.31 m | T: 243.85 K | P: 18.75 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 313.01 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 61916.58 m | T: 241.75 K | P: 16.88 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 311.67 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 62683.53 m | T: 239.65 K | P: 15.17 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 310.31 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 63455.36 m | T: 237.53 K | P: 13.61 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 308.93 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 64232.28 m | T: 235.39 K | P: 12.19 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 307.54 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 65014.51 m | T: 233.25 K | P: 10.90 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 306.14 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 65802.25 m | T: 231.09 K | P: 9.73 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 304.72 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 66595.73 m | T: 228.91 K | P: 8.67 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 303.28 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 67395.18 m | T: 226.72 K | P: 7.71 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 301.82 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 68200.84 m | T: 224.51 K | P: 6.84 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 300.35 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 69012.96 m | T: 222.28 K | P: 6.06 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 298.86 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 69831.78 m | T: 220.04 K | P: 5.35 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 297.34 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 70657.56 m | T: 217.78 K | P: 4.72 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 295.81 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 71490.57 m | T: 215.50 K | P: 4.15 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 294.26 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 72331.09 m | T: 213.61 K | P: 3.64 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 292.97 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 73166.16 m | T: 211.98 K | P: 3.19 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 291.85 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 73995.79 m | T: 210.36 K | P: 2.80 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 290.73 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 74820.00 m | T: 208.75 K | P: 2.46 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 289.61 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 75638.80 m | T: 207.15 K | P: 2.15 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 288.50 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 76452.20 m | T: 205.56 K | P: 1.89 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 287.39 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 77260.21 m | T: 203.98 K | P: 1.66 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 286.29 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 78062.85 m | T: 202.41 K | P: 1.45 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 285.19 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 78860.13 m | T: 200.86 K | P: 1.27 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 284.09 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 79652.05 m | T: 199.31 K | P: 1.11 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 282.99 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 80438.63 m | T: 197.78 K | P: 0.98 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 281.90 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 81219.89 m | T: 196.26 K | P: 0.86 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 280.81 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 81995.82 m | T: 194.74 K | P: 0.75 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 279.73 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 82766.46 m | T: 193.24 K | P: 0.66 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 278.65 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 83531.80 m | T: 191.75 K | P: 0.58 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 277.57 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 84291.86 m | T: 190.27 K | P: 0.50 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 276.50 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 85046.66 m | T: 172.37 K | P: 0.36 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 263.17 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 85796.20 m | T: 183.79 K | P: 0.31 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 271.75 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 86540.49 m | T: 194.96 K | P: 0.28 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 279.89 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 87279.55 m | T: 205.87 K | P: 0.25 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 287.61 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 88013.39 m | T: 216.53 K | P: 0.23 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 294.96 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 88742.03 m | T: 226.95 K | P: 0.21 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 301.98 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 89465.46 m | T: 237.14 K | P: 0.19 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 308.68 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 90183.71 m | T: 247.09 K | P: 0.18 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 315.09 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 90896.79 m | T: 256.82 K | P: 0.17 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 321.23 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 91604.71 m | T: 266.33 K | P: 0.16 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 327.13 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 92307.49 m | T: 275.63 K | P: 0.15 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 332.79 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 93005.12 m | T: 284.72 K | P: 0.14 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 338.23 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 93697.63 m | T: 293.61 K | P: 0.13 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 343.47 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 94385.03 m | T: 302.30 K | P: 0.13 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 348.51 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 95067.34 m | T: 310.80 K | P: 0.12 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 353.33 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 95744.55 m | T: 319.11 K | P: 0.12 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 357.99 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 96416.69 m | T: 327.24 K | P: 0.11 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 362.48 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 97083.77 m | T: 335.19 K | P: 0.11 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 366.82 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 97745.80 m | T: 342.97 K | P: 0.10 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 371.01 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 98402.79 m | T: 350.58 K | P: 0.10 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 375.07 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 99054.75 m | T: 358.03 K | P: 0.10 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 378.99 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 99701.71 m | T: 365.31 K | P: 0.09 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 382.79 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 100343.66 m | T: 372.44 K | P: 0.09 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 386.47 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 100980.62 m | T: 379.42 K | P: 0.09 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 390.04 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 101612.61 m | T: 386.24 K | P: 0.08 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 393.50 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 102239.64 m | T: 392.92 K | P: 0.08 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 396.85 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 102861.72 m | T: 399.46 K | P: 0.08 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 400.10 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 103478.86 m | T: 405.86 K | P: 0.08 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 403.26 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 104091.07 m | T: 412.12 K | P: 0.08 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 406.33 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 104698.38 m | T: 418.26 K | P: 0.07 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 409.31 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 105300.78 m | T: 424.26 K | P: 0.07 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 412.20 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 105898.30 m | T: 430.14 K | P: 0.07 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 415.01 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 106490.95 m | T: 435.89 K | P: 0.07 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 417.75 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 107078.73 m | T: 441.53 K | P: 0.07 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 420.41 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 107661.67 m | T: 447.05 K | P: 0.07 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 423.00 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 108239.78 m | T: 452.45 K | P: 0.06 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 425.51 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 108813.06 m | T: 457.74 K | P: 0.06 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 427.97 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 109381.53 m | T: 462.92 K | P: 0.06 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 430.35 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 109945.21 m | T: 468.00 K | P: 0.06 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 432.68 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 110504.11 m | T: 472.97 K | P: 0.06 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 434.94 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 111058.23 m | T: 477.84 K | P: 0.06 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 437.14 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 111607.61 m | T: 482.61 K | P: 0.06 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 439.29 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 112152.23 m | T: 487.29 K | P: 0.06 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 441.39 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 112692.13 m | T: 491.87 K | P: 0.05 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 443.43 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 113227.32 m | T: 496.35 K | P: 0.05 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 445.42 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 113757.80 m | T: 500.75 K | P: 0.05 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 447.36 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 114283.59 m | T: 505.06 K | P: 0.05 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 449.26 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 114804.71 m | T: 509.28 K | P: 0.05 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 451.11 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 115321.16 m | T: 513.41 K | P: 0.05 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 452.91 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 115832.97 m | T: 517.47 K | P: 0.05 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 454.67 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 116340.14 m | T: 521.44 K | P: 0.05 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 456.39 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 116842.69 m | T: 525.33 K | P: 0.05 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 458.06 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 117340.63 m | T: 529.15 K | P: 0.05 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 459.70 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 117833.98 m | T: 532.89 K | P: 0.05 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 461.30 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 118322.75 m | T: 536.55 K | P: 0.04 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 462.86 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 118806.96 m | T: 540.15 K | P: 0.04 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 464.39 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 119286.61 m | T: 543.67 K | P: 0.04 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 465.88 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 119761.73 m | T: 547.12 K | P: 0.04 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 467.33 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 120232.32 m | T: 550.51 K | P: 0.04 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 468.75 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 120698.40 m | T: 553.83 K | P: 0.04 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 470.15 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 121159.98 m | T: 557.08 K | P: 0.04 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 471.50 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 121617.09 m | T: 560.27 K | P: 0.04 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 472.83 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 122069.72 m | T: 563.40 K | P: 0.04 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 474.13 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 122517.91 m | T: 566.47 K | P: 0.04 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 475.40 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 122961.65 m | T: 569.48 K | P: 0.04 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 476.64 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 123400.98 m | T: 572.43 K | P: 0.04 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 477.86 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 123835.89 m | T: 575.32 K | P: 0.04 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 479.04 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 124266.40 m | T: 578.16 K | P: 0.04 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 480.20 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 124692.54 m | T: 580.94 K | P: 0.04 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 481.34 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 125114.31 m | T: 583.67 K | P: 0.04 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 482.45 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 125531.73 m | T: 586.34 K | P: 0.03 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 483.54 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 125944.82 m | T: 588.96 K | P: 0.03 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 484.60 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 126353.58 m | T: 591.54 K | P: 0.03 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 485.64 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 126758.04 m | T: 594.06 K | P: 0.03 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 486.66 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 127158.20 m | T: 596.54 K | P: 0.03 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 487.66 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 127554.09 m | T: 598.96 K | P: 0.03 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 488.63 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 127945.72 m | T: 601.34 K | P: 0.03 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 489.59 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 128333.10 m | T: 603.68 K | P: 0.03 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 490.52 m/s | V_w: [0.00, 0.00, 0.00] m/s
Alt: 128716.25 m | T: 605.97 K | P: 0.03 Pa | D: 0.00 kg/m³ | M: 0.03 kg/mol | Visc: 0.00 Pa s | V_a: 491.44 m/s | V_w: [0.00, 0.00, 0.00] m/s
